resnet18
[18,95,loss=0.7483317250735126]
[18,准确率=92.34042553191489%,3689/3995][19,31,loss=0.19245892588514835]
[19,63,loss=0.32849854265805334]
[19,95,loss=0.47238415392348543]
[19,准确率=94.99374217772215%,3795/3995][20,31,loss=0.1294048668059986]
[20,63,loss=0.2465308845276013]
[20,95,loss=0.3947117229690775]
[20,准确率=95.5944931163955%,3819/3995]
densenet121[1,31,loss=1.6810632422566414]
[1,63,loss=2.538559243083]
[1,95,loss=3.2601033598184586]
[1,准确率=72.49061326658322%,2896/3995][2,31,loss=0.5238496549427509]
[2,63,loss=0.9830647218041122]
[2,95,loss=1.3673928729258478]
[1,31,loss=1.7920975722372532]
[1,63,loss=2.6790048740804195]
[1,95,loss=3.4235347798094153]
[1,准确率=71.93992490613267%,2874/3995][2,31,loss=0.44935670541599393]
[2,63,loss=0.9474486480467021]
[2,95,loss=1.3894392000511289]
[2,准确率=86.30788485607009%,3448/3995][3,31,loss=0.3256761005613953]
[3,63,loss=0.6019269712269306]
[3,95,loss=0.8974800417199731]
[3,准确率=91.38923654568211%,3651/3995][4,31,loss=0.22339963889680803]
[4,63,loss=0.47630883823148906]
[4,95,loss=0.7171373011078686]
[4,准确率=92.71589486858574%,3704/3995][5,31,loss=0.21308977261651307]
[5,63,loss=0.44547217653598636]
[5,95,loss=0.6767901254352182]
[5,准确率=92.84105131414267%,3709/3995][6,31,loss=0.13048912279191427]
[6,63,loss=0.252918168756878]
[6,95,loss=0.36938407298293896]
[6,准确率=95.44430538172716%,3813/3995][7,31,loss=0.1867813235730864]
[7,63,loss=0.3791177690727636]
[7,95,loss=0.5079331493470818]
[7,准确率=94.94367959949938%,3793/3995][8,31,loss=0.10695553437108174]
[8,63,loss=0.21607034117914736]
[8,95,loss=0.2975536150042899]
[8,准确率=96.99624530663328%,3875/3995][9,31,loss=0.06127294269390404]
[9,63,loss=0.12879681956837885]
[9,95,loss=0.19809274338331306]
[9,准确率=97.57196495619525%,3898/3995][10,31,loss=0.07538155789370649]
[10,63,loss=0.25874843340716325]
[10,95,loss=0.4501707089075353]
[10,准确率=95.11889862327911%,3800/3995][11,31,loss=0.15475637698546052]
[11,63,loss=0.36242750158999115]
[11,95,loss=0.5293008885346353]
[11,准确率=94.61827284105131%,3780/3995][12,31,loss=0.13676020462298766]
[12,63,loss=0.2617768542259]
[12,95,loss=0.3716732907050755]
[12,准确率=96.54568210262828%,3857/3995][13,31,loss=0.05734861058590468]
[13,63,loss=0.12747570128703956]
[13,95,loss=0.2515716634952696]
[13,准确率=97.6720901126408%,3902/3995][14,31,loss=0.07850035073352046]
[14,63,loss=0.13965245318831876]
[14,95,loss=0.21417708824810688]
[14,准确率=97.44680851063829%,3893/3995][15,31,loss=0.08984249428613111]
[15,63,loss=0.17179084292729385]
[15,95,loss=0.2752384941559285]
[15,准确率=97.02127659574468%,3876/3995][16,31,loss=0.12913826334988698]
[16,63,loss=0.20741489296779037]
[16,95,loss=0.299543458444532]
[16,准确率=97.12140175219024%,3880/3995][17,31,loss=0.10190013686951715]
[17,63,loss=0.18774447242321912]
[17,95,loss=0.29781616979744285]
[17,准确率=96.79599499374217%,3867/3995][18,31,loss=0.13290001117275096]
[18,63,loss=0.2644717944058357]
[18,95,loss=0.3804352955048671]
[18,准确率=96.270337922403%,3846/3995][19,31,loss=0.060350997489877045]
[19,63,loss=0.10901395372638945]
[19,95,loss=0.18084999523853185]
[19,准确率=98.04755944931163%,3917/3995][20,31,loss=0.06978110848285723]
[20,63,loss=0.17307999018521514]
[20,95,loss=0.2839713157591177]
[20,准确率=96.9712140175219%,3874/3995]
LwzModel
[1,31,loss=3.047243818640709]
[1,31,loss=3.0466585978865623]
[1,63,loss=5.694606378674507]
[1,95,loss=8.300547033548355]
[1,准确率=20.225281602002504%,808/3995][2,31,loss=2.413239985704422]
[2,63,loss=4.799209129065275]
[2,95,loss=7.203690618276596]
[2,准确率=26.282853566958696%,1050/3995][3,31,loss=2.182772882282734]
[3,63,loss=4.46695850789547]
[3,95,loss=6.714873652905226]
[3,准确率=31.11389236545682%,1243/3995][4,31,loss=2.1359140425920486]
[4,63,loss=4.258168488740921]
[4,95,loss=6.469160348176956]
[4,准确率=35.61952440550689%,1423/3995][5,31,loss=2.0675433091819286]
[5,63,loss=4.097120102494955]
[5,95,loss=6.065008714795113]
[5,准确率=38.92365456821027%,1555/3995][6,31,loss=1.844420500099659]
[6,63,loss=3.642820067703724]
[6,95,loss=5.541762012988329]
[6,准确率=43.504380475594495%,1738/3995][7,31,loss=1.7516018487513065]
[7,63,loss=3.4912376180291176]
[7,95,loss=5.147167358547449]
[7,准确率=46.808510638297875%,1870/3995][8,31,loss=1.7216971963644028]
[8,63,loss=3.256108708679676]
[8,95,loss=4.893662638962269]
[8,准确率=48.58573216520651%,1941/3995][9,31,loss=1.5229024700820446]
[9,63,loss=3.071834694594145]
[9,95,loss=4.5224603451788425]
[9,准确率=52.66583229036296%,2104/3995][10,31,loss=1.4506497122347355]
[10,63,loss=2.867011433467269]
[10,95,loss=4.331174965947866]
[10,准确率=53.54192740926158%,2139/3995][11,31,loss=1.4063436482101679]
[11,63,loss=2.751789754256606]
[11,95,loss=4.152380615472794]
[11,准确率=56.370463078848566%,2252/3995][12,31,loss=1.2576429396867752]
[12,63,loss=2.5724317096173763]
[12,95,loss=3.870484547689557]
[12,准确率=60.275344180225275%,2408/3995][13,31,loss=1.20061606913805]
[13,63,loss=2.4752000365406275]
[13,95,loss=3.695364583283663]
[13,准确率=61.00125156445557%,2437/3995][14,31,loss=1.1928513124585152]
[14,63,loss=2.444932423532009]
[14,95,loss=3.6368359681218863]
[14,准确率=61.85231539424281%,2471/3995][15,31,loss=1.1014285776764154]
[15,63,loss=2.2014927808195353]
[15,95,loss=3.336117248982191]
[15,准确率=65.85732165206508%,2631/3995][16,31,loss=1.0500237420201302]
[16,63,loss=2.0965470299124718]
[16,95,loss=3.1881249956786633]
[16,准确率=66.43304130162704%,2654/3995][17,31,loss=0.9900935143232346]
[17,63,loss=1.9805807042866945]
[17,95,loss=2.911983860656619]
[17,准确率=68.58573216520651%,2740/3995][18,31,loss=0.9516117628663778]
[18,63,loss=1.9659922402352095]
[18,95,loss=2.9665404204279184]
[18,准确率=68.66082603254068%,2743/3995][19,31,loss=0.8773466479033232]
[19,63,loss=1.7926379386335611]
[19,95,loss=2.6934454143047333]
[19,准确率=70.71339173967459%,2825/3995][20,31,loss=0.8555397661402822]
[20,63,loss=1.6988996686413884]
[20,95,loss=2.62419527862221]
[20,准确率=72.26533166458073%,2887/3995][1,31,loss=0.7643144065514207]
[1,63,loss=1.5422480953857303]
[1,95,loss=2.2625260055065155]
[1,准确率=76.12015018773467%,3041/3995][2,31,loss=0.7149705616757274]
[2,63,loss=1.462694939225912]
[2,95,loss=2.1759492373093963]
[2,准确率=78.22277847309135%,3125/3995][3,31,loss=0.6291080098599195]
[3,63,loss=1.3044684184715152]
[3,95,loss=2.00279585365206]
[3,准确率=77.97246558197747%,3115/3995][4,31,loss=0.6476769493892789]
[4,63,loss=1.304936870932579]
[4,95,loss=2.001995773985982]
[4,准确率=80.20025031289111%,3204/3995][5,31,loss=0.6735884370282292]
[5,63,loss=1.3055913290008903]
[5,95,loss=1.9438903536647558]
[5,准确率=79.42428035043805%,3173/3995][6,31,loss=0.6848941752687097]
[6,63,loss=1.2954285787418485]
[6,95,loss=1.9228844661265612]
[6,准确率=78.67334167709637%,3143/3995][7,31,loss=0.6281173229217529]
[7,63,loss=1.1990591865032911]
[7,95,loss=1.8302605049684644]
[7,准确率=80.52565707133917%,3217/3995][8,31,loss=0.6166510758921504]
[8,63,loss=1.250901049003005]
[8,95,loss=1.8296770434826612]
[8,准确率=80.55068836045056%,3218/3995][9,31,loss=0.6705105677247047]
[9,63,loss=1.2710073236376047]
[9,95,loss=1.9011137895286083]
[9,准确率=79.7496871088861%,3186/3995][10,31,loss=0.6276003699749708]
[10,63,loss=1.2236363249830902]
[10,95,loss=1.796316694933921]
[10,准确率=80.62578222778473%,3221/3995][11,31,loss=0.5830880617722869]
[11,63,loss=1.1651973519474268]
[11,95,loss=1.7986885458230972]
[11,准确率=80.55068836045056%,3218/3995][12,31,loss=0.6163655528798699]
[12,63,loss=1.2221533628180623]
[12,95,loss=1.8033742737025023]
[12,准确率=80.22528160200251%,3205/3995][13,31,loss=0.6023012190125883]
[13,63,loss=1.2212756494991481]
[13,95,loss=1.8022560575045645]
[13,准确率=81.82728410513141%,3269/3995][14,31,loss=0.5418171365745366]
[14,63,loss=1.1484983344562352]
[14,95,loss=1.7190576805733144]
[14,准确率=81.02628285356695%,3237/3995][15,31,loss=0.5703075295314193]
[15,63,loss=1.1682438869029284]
[15,95,loss=1.8048641290515661]
[15,准确率=81.35168961201502%,3250/3995][16,31,loss=0.6125982804223895]
[16,63,loss=1.1582966358400881]
[16,95,loss=1.7057801014743745]
[16,准确率=81.70212765957446%,3264/3995][17,31,loss=0.5650310697965324]
[17,63,loss=1.1380215673707426]
[17,95,loss=1.7434394671581686]
[17,准确率=80.77596996245306%,3227/3995][18,31,loss=0.5952965347096324]
[18,63,loss=1.1409022798761725]
[18,95,loss=1.7072097649797797]
[18,准确率=81.85231539424281%,3270/3995][19,31,loss=0.5256871217861772]
[19,63,loss=1.1148246978409588]
[19,95,loss=1.6656959536485374]
[19,准确率=81.75219023779725%,3266/3995][20,31,loss=0.5593663901090622]
[20,63,loss=1.170063559897244]
[20,95,loss=1.7269824896939099]
[20,准确率=81.82728410513141%,3269/3995][1,31,loss=3.158045195043087]
[1,63,loss=5.779678106307983]
[1,95,loss=8.298487581312656]
[1,准确率=22.22778473091364%,888/3995][2,31,loss=2.3758158311247826]
[2,63,loss=4.594850704073906]
[2,95,loss=6.82381933927536]
[2,准确率=33.21652065081352%,1327/3995][3,31,loss=2.0978634245693684]
[3,63,loss=4.097108919173479]
[3,95,loss=6.102291379123926]
[3,准确率=37.972465581977474%,1517/3995][4,31,loss=1.8016842491924763]
[4,63,loss=3.572057355195284]
[4,95,loss=5.426792975515127]
[4,准确率=44.15519399249062%,1764/3995][5,31,loss=1.7165157720446587]
[5,63,loss=3.39370409026742]
[5,95,loss=5.080180197954178]
[5,准确率=48.710888610763455%,1946/3995][6,31,loss=1.6288920938968658]
[6,63,loss=3.1368891894817352]
[6,95,loss=4.6662565767765045]
[6,准确率=52.040050062578224%,2079/3995][7,31,loss=1.3796033058315516]
[7,63,loss=2.828297870233655]
[7,95,loss=4.344647960737348]
[7,准确率=54.56821026282853%,2180/3995][8,31,loss=1.3627129774540663]
[8,63,loss=2.7084492798894644]
[8,95,loss=3.92079534009099]
[8,准确率=58.27284105131414%,2328/3995][9,31,loss=1.1543122716248035]
[9,63,loss=2.357893155887723]
[9,95,loss=3.5076907351613045]
[9,准确率=62.67834793491864%,2504/3995][10,31,loss=1.165734538808465]
[10,63,loss=2.2931130826473236]
[10,95,loss=3.304476911202073]
[10,准确率=63.65456821026283%,2543/3995][11,31,loss=1.0052780155092478]
[11,63,loss=2.0337386429309845]
[11,95,loss=3.0023979544639587]
[11,准确率=66.90863579474343%,2673/3995][12,31,loss=1.0104794967919588]
[12,63,loss=1.981902940198779]
[12,95,loss=2.897776046767831]
[12,准确率=69.03629536921152%,2758/3995][13,31,loss=0.9598816018551588]
[13,63,loss=1.8467746246606112]
[13,95,loss=2.614174905233085]
[13,准确率=71.46433041301627%,2855/3995][14,31,loss=0.9025196358561516]
[14,63,loss=1.7039064727723598]
[14,95,loss=2.5100305108353496]
[14,准确率=72.090112640801%,2880/3995][15,31,loss=0.7978957733139396]
[15,63,loss=1.5158790610730648]
[15,95,loss=2.2564060064032674]
[15,准确率=75.96996245306633%,3035/3995][16,31,loss=0.7273903908208013]
[16,63,loss=1.4512160355225205]
[16,95,loss=2.1957587730139494]
[16,准确率=76.22027534418022%,3045/3995][17,31,loss=0.6837084423750639]
[17,63,loss=1.38461325597018]
[17,95,loss=2.0991101628169417]
[17,准确率=77.4468085106383%,3094/3995][18,31,loss=0.6505265077576041]
[18,63,loss=1.2703428068198264]
[18,95,loss=1.8736527715809643]
[18,准确率=80.15018773466834%,3202/3995][1,31,loss=3.1358488351106644]
resnet18
[1,63,loss=5.8817054852843285]
[1,95,loss=8.367514543235302]
[1,准确率=22.57822277847309%,902/3995][2,31,loss=2.385131396353245]
[2,63,loss=4.627695545554161]
[2,95,loss=6.79849112033844]
[2,准确率=31.714643304130163%,1267/3995][3,31,loss=2.0440154671669006]
[3,63,loss=4.098132144659758]
[3,95,loss=5.996841661632061]
[3,准确率=39.54943679599499%,1580/3995][4,31,loss=1.8928774558007717]
[4,63,loss=3.7497683726251125]
[4,95,loss=5.526240192353725]
[4,准确率=42.87859824780976%,1713/3995][5,31,loss=1.7357431948184967]
[5,63,loss=3.3917875327169895]
[5,95,loss=5.037578281015158]
[5,准确率=46.98372966207759%,1877/3995][6,31,loss=1.5457995682954788]
[6,63,loss=3.0237685069441795]
[6,95,loss=4.568633921444416]
[6,准确率=52.56570713391739%,2100/3995][7,31,loss=1.4075394291430712]
[7,63,loss=2.814915468916297]
[7,95,loss=4.2470206543803215]
[7,准确率=55.94493116395495%,2235/3995][8,31,loss=1.2783313132822514]
[8,63,loss=2.632720462977886]
[8,95,loss=3.9954663049429655]
[8,准确率=58.54818523153943%,2339/3995][9,31,loss=1.2421316541731358]
[9,63,loss=2.437873423099518]
[9,95,loss=3.713279038667679]
[9,准确率=60.82603254067585%,2430/3995][10,31,loss=1.1560149174183607]
[10,63,loss=2.3278076592832804]
[10,95,loss=3.4832940716296434]
[10,准确率=63.60450563204005%,2541/3995][11,31,loss=1.0470579378306866]
[11,63,loss=2.021970020607114]
[11,95,loss=3.0438084434717894]
[11,准确率=65.85732165206508%,2631/3995][12,31,loss=0.9886892959475517]
[12,63,loss=1.94819145090878]
[12,95,loss=2.958705416880548]
[12,准确率=68.91113892365456%,2753/3995][13,31,loss=0.9451866503804922]
[13,63,loss=1.892715698108077]
[13,95,loss=2.7581972163170576]
[13,准确率=70.08760951188987%,2800/3995][14,31,loss=0.872126616537571]
[14,63,loss=1.7438288982957602]
[14,95,loss=2.561330015771091]
[14,准确率=72.090112640801%,2880/3995][15,31,loss=0.7804096881300211]
[15,63,loss=1.552944871596992]
[15,95,loss=2.379698040895164]
[15,准确率=74.39299123904881%,2972/3995][16,31,loss=0.6512742852792144]
[16,63,loss=1.3605309529229999]
[16,95,loss=2.180052406154573]
[16,准确率=76.22027534418022%,3045/3995][17,31,loss=0.6990503622218966]
[17,63,loss=1.3450373578816652]
[17,95,loss=2.0339367613196373]
[17,准确率=76.87108886107634%,3071/3995][18,31,loss=0.6714155580848455]
[18,63,loss=1.3083808980882168]
[18,95,loss=2.0091772913001478]
[18,准确率=78.54818523153942%,3138/3995][19,31,loss=0.6116323368623853]
[19,63,loss=1.2282491000369191]
[19,95,loss=1.8837153282947838]
[19,准确率=79.5244055068836%,3177/3995][20,31,loss=0.5768054034560919]
[20,63,loss=1.1449862774461508]
[20,95,loss=1.7467570444568992]
[20,准确率=81.25156445556946%,3246/3995][21,31,loss=0.4628177275881171]
[21,63,loss=1.017641445621848]
[21,95,loss=1.5701785767450929]
[21,准确率=82.7784730913642%,3307/3995][22,31,loss=0.4467832250520587]
[22,63,loss=0.9250573124736547]
[22,95,loss=1.5139773404225707]
[22,准确率=83.15394242803504%,3322/3995][23,31,loss=0.5026003145612776]
[23,63,loss=0.9721868890337646]
[23,95,loss=1.4709665486589074]
[23,准确率=83.729662077597%,3345/3995][24,31,loss=0.5198409333825111]
[24,63,loss=0.9931648927740753]
[24,95,loss=1.3405949738807976]
[24,准确率=85.60700876095119%,3420/3995][25,31,loss=0.391700794454664]
[25,63,loss=0.7771131652407348]
[25,95,loss=1.204491640906781]
[25,准确率=86.55819774718398%,3458/3995][26,31,loss=0.35262623568996787]
[26,63,loss=0.7453711521811783]
[26,95,loss=1.15403416659683]
[26,准确率=86.58322903629538%,3459/3995][27,31,loss=0.4129343032836914]
[27,63,loss=0.7534090802073479]
[27,95,loss=1.1143674375489354]
[27,准确率=87.75969962453067%,3506/3995][28,31,loss=0.36974355299025774]
[28,63,loss=0.7013090448454022]
[28,95,loss=1.0827137506566942]
[28,准确率=87.10888610763455%,3480/3995][29,31,loss=0.40448055043816566]
[29,63,loss=0.7573058919515461]
[29,95,loss=1.1296454595867544]
[29,准确率=87.70963704630789%,3504/3995][30,31,loss=0.32868106523528695]
[30,63,loss=0.6564571147318929]
[30,95,loss=1.0433240926358849]
[30,准确率=88.18523153942428%,3523/3995][1,31,loss=3.0413503274321556]
[1,63,loss=5.783413112163544]
[1,95,loss=8.448911853134632]
lwz
[1,准确率=17.622027534418024%,704/3995][2,31,loss=2.459756426513195]
[2,63,loss=4.947529591619968]
[2,95,loss=7.334775201976299]
[2,准确率=24.53066332916145%,980/3995][3,31,loss=2.2717848494648933]
[3,63,loss=4.567779079079628]
[3,95,loss=6.796273771673441]
[3,准确率=30.48811013767209%,1218/3995][4,31,loss=2.233375359326601]
[4,63,loss=4.440540570765734]
[4,95,loss=6.525174356997013]
[4,准确率=33.39173967459324%,1334/3995][5,31,loss=2.0907225608825684]
[5,63,loss=4.112022578716278]
[5,95,loss=6.125326097011566]
[5,准确率=36.92115143929912%,1475/3995][6,31,loss=1.9268763102591038]
[6,63,loss=3.8928144611418247]
[6,95,loss=5.76181086152792]
[6,准确率=40.65081351689612%,1624/3995][7,31,loss=1.8774726577103138]
[7,63,loss=3.7131854966282845]
[7,95,loss=5.466076418757439]
[7,准确率=43.9549436795995%,1756/3995][8,31,loss=1.8173042349517345]
[8,63,loss=3.5362209007143974]
[8,95,loss=5.280646804720163]
[8,准确率=46.00750938673342%,1838/3995][9,31,loss=1.6298862285912037]
[9,63,loss=3.1988080739974976]
[9,95,loss=4.816399034112692]
[9,准确率=49.93742177722152%,1995/3995][10,31,loss=1.528003714978695]
[10,63,loss=2.9750195033848286]
[10,95,loss=4.51652317494154]
[10,准确率=51.58948685857322%,2061/3995][11,31,loss=1.5016827024519444]
[11,63,loss=2.9799341931939125]
[11,95,loss=4.420654688030481]
[11,准确率=54.217772215269086%,2166/3995][12,31,loss=1.2972500510513783]
[12,63,loss=2.713292546570301]
[12,95,loss=4.121087172999978]
[12,准确率=56.72090112640801%,2266/3995][13,31,loss=1.3786296285688877]
[13,63,loss=2.705958891659975]
[13,95,loss=4.014181619510055]
[13,准确率=58.09762202753442%,2321/3995][14,31,loss=1.2493338249623775]
[14,63,loss=2.5303972512483597]
[14,95,loss=3.814810475334525]
[14,准确率=60.42553191489362%,2414/3995][15,31,loss=1.1788081396371126]
[15,63,loss=2.4049560017883778]
[15,95,loss=3.589857418090105]
[15,准确率=62.05256570713392%,2479/3995][16,31,loss=1.175542363896966]
[16,63,loss=2.374549522995949]
[16,95,loss=3.484989006072283]
[16,准确率=63.879849812265334%,2552/3995][17,31,loss=1.0072668194770813]
[17,63,loss=2.082435015588999]
[17,95,loss=3.2099879048764706]
[17,准确率=66.25782227784731%,2647/3995][18,31,loss=1.0478124171495438]
[18,63,loss=2.1380336564034224]
[18,95,loss=3.1142412796616554]
[18,准确率=67.00876095118899%,2677/3995][19,31,loss=0.9973857440054417]
[19,63,loss=1.9878524839878082]
[19,95,loss=2.9951744377613068]
[19,准确率=68.58573216520651%,2740/3995][20,31,loss=0.8875257391482592]
[20,63,loss=1.9355841036885977]
[20,95,loss=2.9356039613485336]
[20,准确率=69.83729662077597%,2790/3995][21,31,loss=0.8930657096207142]
[21,63,loss=1.7914017401635647]
[21,95,loss=2.618286121636629]
[21,准确率=73.44180225281602%,2934/3995][22,31,loss=0.897467715665698]
[22,63,loss=1.7313933996483684]
[22,95,loss=2.592912981286645]
[22,准确率=73.2415519399249%,2926/3995][23,31,loss=0.7645299471914768]
[23,63,loss=1.5632955664768815]
[23,95,loss=2.398493026383221]
[23,准确率=74.66833541927409%,2983/3995][24,31,loss=0.7639708695933223]
[24,63,loss=1.591043527238071]
[24,95,loss=2.403818449936807]
[24,准确率=74.1927409261577%,2964/3995][25,31,loss=0.7061325749382377]
[25,63,loss=1.4558295235037804]
[25,95,loss=2.1964576626196504]
[25,准确率=76.72090112640801%,3065/3995][26,31,loss=0.7171618770807981]
[26,63,loss=1.4288909155875444]
[26,95,loss=2.14115899708122]
[26,准确率=77.29662077596996%,3088/3995][27,31,loss=0.6296737873926759]
[27,63,loss=1.3438488636165857]
[27,95,loss=2.054371144156903]
[27,准确率=78.67334167709637%,3143/3995][28,31,loss=0.6398287722840905]
[28,63,loss=1.2540249563753605]
[28,95,loss=1.8846218716353178]
[28,准确率=79.0488110137672%,3158/3995][29,31,loss=0.6360454484820366]
[29,63,loss=1.2530563427135348]
[29,95,loss=1.853494273032993]
[29,准确率=79.67459324155193%,3183/3995][30,31,loss=0.5416188170202076]
[30,63,loss=1.141196793410927]
[30,95,loss=1.7099171378649771]
[30,准确率=80.82603254067584%,3229/3995][1,31,loss=3.675945594906807]
resnet50
[1,63,loss=6.605824030935764]
[1,95,loss=9.287008911371231]
[1,准确率=17.647058823529413%,705/3995][2,31,loss=2.5282820984721184]
[2,63,loss=5.064188543707132]
[2,95,loss=7.509266547858715]
[2,准确率=25.60700876095119%,1023/3995][3,31,loss=2.3399345837533474]
[3,63,loss=4.675137251615524]
[3,95,loss=6.862924810498953]
[3,准确率=32.040050062578224%,1280/3995][4,31,loss=2.1124995723366737]
[4,63,loss=4.264025758951902]
[4,95,loss=6.161409750580788]
[4,准确率=37.196495619524406%,1486/3995][5,31,loss=2.0288104563951492]
[5,63,loss=3.9874728806316853]
[5,95,loss=5.88227141648531]
[5,准确率=41.02628285356696%,1639/3995][6,31,loss=1.7960518598556519]
[6,63,loss=3.5954465493559837]
[6,95,loss=5.294751167297363]
[6,准确率=47.284105131414265%,1889/3995][7,31,loss=1.6720587648451328]
[7,63,loss=3.2959119379520416]
[7,95,loss=4.8271713424474]
[7,准确率=50.78848560700876%,2029/3995][8,31,loss=1.4258298724889755]
[8,63,loss=2.9388249311596155]
[8,95,loss=4.396853541955352]
[8,准确率=53.29161451814769%,2129/3995][9,31,loss=1.4161616452038288]
[9,63,loss=2.736965959891677]
